Words,Language
.,sym
Kudladakul,Tulu
er,Tulu
anda,Tulu
ithunda,Tulu
msg,English
malplee,Tulu
.,sym
Wow,English
Rab,Other
ne,Other
banayi,Other
jodi,Kannada
.,sym
wow,English
pukuli,Tulu
maya,Kannada
.,sym
pallila,Other
ee,Tulu
thammadi,Other
tharam,Other
.,sym
luv,English
u,English
dodda,Tulu
.,sym
Super,English
adu,Tulu
undu,Tulu
.,sym
Full,English
movie,English
haki,Kannada
mare,Kannada
.,sym
paapapapa,Tulu
kuDa,Tulu
poTale,Tulu
.,sym
Cmmts,English
pura,Tulu
kudladaklnane,Mixed
.,sym
Ravi,Name
ramakunja,Name
bari,Tulu
edde,Tulu
comedian,English
.,sym
Porlu,Tulu
uppu,Tulu
Aatid,Tulu
Onji,Tulu
Dina,Tulu
.,sym
Very,English
nice,English
dev,Name
bahi,Other
.,sym
Spr,English
undu,Tulu
song,English
.,sym
Yenchi,Tulu
sav,Tulu
bro,English
pukuli,Tulu
nana,Tulu
la,Tulu
thikijia,Tulu
.,sym
baari,Tulu
soku,Kannada
vumDu,Tulu
viDiyo,English
.,sym
bari,Tulu
yede,Tulu
avodundu,Tulu
I,English
like,English
this,English
.,sym
Phone,English
home,English
theatrege,Mixed
connect,English
agidde,Kannada
gamatthuu,Kannada
.,sym
haasyogula,Kannada
aithave,Kannada
aayina,Tulu
gaurava,Kannada
uamDu,Tulu
kalaavider,Tulu
haasya,Kannada
malpoDu,Tulu
dumbu,Tulu
avetha,Tulu
paasiTiv,English
bokka,Tulu
negeTivda,English
.,sym
thulunaaDa,Location
bethe,Tulu
samskrrithin,Tulu
paTponle,Tulu
aththa,Tulu
nikala,Tulu
bethe,Tulu
TyaalemTsn,Tulu
thojale,Tulu
yaane,Tulu
suruku,Tulu
saporT,English
malpuve,Tulu
.,sym
thuLuT,Tulu
viDiyon,Mixed
malthineg,Tulu
solmelu,Tulu
.,sym
Sir,English
eren,Tulu
eere,Tulu
pugarnu,Tulu
edde,Tulu
atth,Tulu
.,sym
Yan,Tulu
Gud,English
Bud,English
episode,English
mutta,Tulu
tuye,Tulu
.,sym
Yepa,Tulu
mare,Tulu
Maya,Kannada
aeni,Tulu
pukuli,Tulu
nana,Tulu
la,Tulu
tikijaaa,Tulu
.,sym
Baari,Tulu
onji,Tulu
bejarda,Tulu
story,English
masth,Tulu
shoku,Tulu
aathind,Tulu
.,sym
Season,English
alli,Kannada
prashamsa,Kannada
team,English
irlilva,Kannada
.,sym
thelth,Tulu
thelth,Tulu
saakand,Tulu
marre,Tulu
saaavu,Tulu
.,sym
Tuluver,Tulu
pura,Tulu
bale,Tulu
.,sym
Full,English
padle,Tulu
anna,Kannada
pls,English
.,sym
Plz,English
share,English
whole,English
nataka,Kannada
.,sym
Yaan,Tulu
ereg,Tulu
instagramd,Mixed
message,English
mande,English
please,Tulu
reply,English
korle,Tulu
rakshita,Name
please,English
yaan,Tulu
Erna,Tulu
big,English
fan,English
.,sym
Masth,Tulu
like,English
athnd,Tulu
.,sym
supar,English
jai,Kannada
thuLunaaDu,Location
.,sym
Ninna,Kannada
pukuli,Tulu
kudla,Tulu
d,Tulu
bari,Tulu
famous,English
and,English
jai,Name
pukuli,Tulu
.,sym
I,English
lave,English
u,English
ante,Kannada
.,sym
Hucchapatte,Kannada
naklii,Kannada
ede,Kannada
.,sym
Daye,Tulu
Nadut,Tulu
burdu,Tulu
saipar,Tulu
.,sym
Yenchina,Tulu
karmada,Kannada
comedyye,Mixed
.,sym
Full,English
unda,Tulu
drama,English
.,sym
Bro,Name
InstagramGe,Mixed
Upload,English
Madidre,Kannada
Block,English
Agthide,Kannada
.,sym
kaThappe,Name
ninna,Kannada
amme,Tulu
.,sym
oamji,Tulu
churu,Tulu
hechchi,Kannada
kammi,Kannada
aathumDa,Tulu
walterเฒจเณ�,Mixed
water,English
pamd,Tulu
ice,English
paaDD,Tulu
parthuver,Tulu
.,sym
Manthrawadi,Kannada
bawa,Kannada
Hahaha,English
.,sym
super,English
ajji,Tulu
love,English
u,English
so,English
much,English
.,sym
yogi,Name
aNNa,Kannada
vilan,English
ia,Kannada
philmD,Mixed
al,English
d,English
best,English
.,sym
sanjay,Name
s,Name
kotian,Name
.,sym
Erna,Tulu
wife,English
super,English
cutemade,English
for,English
each,English
other,English
.,sym
ov,Tulu
nataka,Kannada
full,English
ejja,Tulu
.,sym
Vaa,Tulu
namone,Tulu
dha,Tulu
pukulli,Tulu
mare,Tulu
.,sym
Tulu,Name
Nada,Kannada
Sanjay,Name
Mishra,Name
.,sym
Acting,English
bari,Tulu
shoku,Tulu
undu,Tulu
.,sym
bayya,Tulu
poora,Tulu
film,English
padlethe,Tulu
.,sym
En,Kannada
guru,Kannada
e,Kannada
rangege,Mixed
idde,Kannada
masth,Kannada
guru,Name
.,sym
Hyyy,Name
bro,English
super,English
nam,Kannada
clg,English
alli,Kannada
shooting,English
madirodu,Kannada
.,sym
Eruna,Tulu
mala,Tulu
fen,English
like,English
in,English
your,English
acting,English
.,sym
Full,English
episode,English
padle,Tulu
.,sym
Prfct,English
prtnr,English
tikder,Tulu
.,sym
Aath,Tulu
becha,Tulu
aapunaye,Tulu
wa,Tulu
punkda,Tulu
comedian,English
maare,Tulu
.,sym
super,English
tulu,Name
movi,English
aatidonji,Tulu
deena,Tulu
.,sym
kuriya,Kannada
haalinalli,Kannada
nore,Kannada
jaasthi,Kannada
kurabana,Kannada
hrridayadalli,Kannada
prithi,Kannada
jaasthi,Kannada
.,sym
Undu,Tulu
best,English
team,English
yena,Tulu
.,sym
Msth,Tulu
supr,English
athnd,Tulu
.,sym
Sumar,Tulu
movies,English
undatha,Tulu
release,English
ayinav,Tulu
youtube,English
t,Tulu
padle,Tulu
please,English
.,sym
Uthsav,Kannada
na,Tulu
retteg,Tulu
taaka,Tulu
paadle,Tulu
.,sym
Batatada,Tulu
podiya,Tulu
att,Tulu
.,sym
wa,English
joly,English
joly,English
.,sym
Vedio,English
toopinakleg,Tulu
Yanna,Tulu
onji,Tulu
manavi,Kannada
Atye,Tulu
Nikleg,Tulu
Tooyare,Tulu
ayijinda,Tulu
toovorchi,Tulu
Avu,Tulu
burdu,Tulu
disliken,Mixed
Daye,Tulu
malpuvar,Tulu
.,sym
shubhasamje,Kannada
sar,English
nimage,Kannada
.,sym
Ni,Other
pola,Other
nainde,Other
mone,Other
.,sym
Modi,Name
n,Tulu
nambud,Tulu
kullurchi,Tulu
bela,Tulu
tikkand,Tulu
.,sym
Nijavadla,Tulu
romanchana,Kannada
apundu,Tulu
swamy,Kannada
ajja,Kannada
.,sym
subtitles,English
hakiddake,Kannada
dhanyavadagalu,Kannada
namagu,Kannada
tulu,Name
kaliyoke,Kannada
anukoola,Kannada
aytu,Kannada
.,sym
Yaan,Tulu
prati,Kannada
vaara,Kannada
thoole,Tulu
Nage,Kannada
tonic,English
.,sym
Altemate,English
like,English
ucheyy,Kannada
.,sym
Gicch,Kannada
Gili,Kannada
Gili,Kannada
.,sym
naanu,Kannada
thuLu,Name
bhaashhe,Kannada
kalibek,Kannada
ansaththa,Kannada
.,sym
Mast,Tulu
shoku,Tulu
undu,Tulu
dodda,Tulu
.,sym
Studio,English
lethth,Tulu
d,Tulu
haakere,Tulu
balli,Tulu
.,sym
suppar,English
kaamiDi,English
enna,Tulu
mokeda,Tulu
dipak,Name
aNNa,Kannada
noTTige,Tulu
solmelu,Tulu
.,sym
Bari,Tulu
shokathnd,Tulu
jai,Name
thulunad,Location
.,sym
Full,English
movie,English
padere,Tulu
sanniya,Tulu
.,sym
Bloopers,English
mast,Tulu
deele,Tulu
.,sym
mastha,Tulu
supar,English
uamDu,Tulu
kaamiDi,English
.,sym
vaah,Other
saahrai,Other
mithoo,Other
geeth,Other
sangeethเตค,Other
.,sym
heheh,Tulu
yan,Tulu
ennuni,Tulu
piravd,Tulu
body,English
guardnkl,Mixed
encha,Tulu
thelike,Tulu
controll,English
malth,Tulu
kuldera,Tulu
.,sym
DaakTre,Kannada
maask,English
haakilla,Kannada
yaake,Kannada
.,sym
muvaru,Kannada
maathanaaDuva,Kannada
rithi,Kannada
.,sym
nimage,Kannada
ellariggu,Kannada
shubhavaagali,Kannada
.,sym
Swami,Kannada
ajja,Kannada
kapadi,Kannada
ella,Kannada
kasta,Kannada
dura,Kannada
madi,Kannada
annage,Kannada
olled,Kannada
madi,Kannada
ajja,Kannada
.,sym
hahhaha,English
eina,Tulu
marre,Tulu
.,sym
ajji,Kannada
is,English
no,English
more,English
sad,English
news,English
.,sym
Mijar,Location
d,Tulu
girish,Name
poojary,Name
itther,Tulu
athe,Tulu
armydar,Mixed
.,sym
Urdu,Tulu
nd,Tulu
tulu,Name
sooper,English
anna,Kannada
.,sym
Next,English
song,English
poonki,Tulu
mayaa,Kannada
.,sym
Directions,English
video,English
graphicslu,Mixed
class,English
athundu,Tulu
bro,English
Keep,English
it,English
rocking,English
jai,Name
tulunad,Location
.,sym
Bari,Tulu
porlu,Tulu
da,Tulu
picture,English
.,sym
lv,English
u,English
doddda,Tulu
cute,English
.,sym
Oit,Tulu
streaming,English
.,sym
plzzzz,English
full,English
nataka,Kannada
padle,Tulu
.,sym
it,English
ok,English
but,English
non,English
vig,English
jathie,Tulu
andu,Tulu
.,sym
Discription,English
d,Tulu
bolar,Location
kapikad,Location
pandh,Tulu
dhaye,Tulu
paadvar,Tulu
maarre,Tulu
.,sym
Poora,Tulu
audio,English
paadle,Tulu
itthnda,Tulu
please,English
.,sym
Mast,Tulu
laiku,Tulu
atundu,Tulu
.,sym
Add,English
kammi,Tulu
malpule,Tulu
Title,English
songda,Mixed
lengthla,Mixed
kammi,Tulu
malpule,Tulu
.,sym
uththama,Kannada
haasyakaleyide,Kannada
arebiyan,English
jaanapada,Kannada
saahithya,Kannada
baLake,Kannada
iddare,Kannada
channaagiththu,Kannada
.,sym
Mast,Tulu
yedde,Tulu
atande,Tulu
marred,Tulu
super,English
.,sym
Talkis,Tulu
kurthela,Tulu
app,English
karma,Kannada
.,sym
CK,Name
Annan,Tulu
thunaga,Tulu
years,English
back,English
Manglore,Location
bus,English
conductor,English
thuilekka,Tulu
aand,Tulu
akul,Tulu
enchane,Tulu
jagala,Kannada
malthondither,Tulu
.,sym
Super,English
athnd,Tulu
move,English
all,English
the,English
best,English
.,sym
Waaa,Tulu
eDDe,Tulu
rithiD,Tulu
mamdar,Tulu
goosebumps,English
koragajja,Name
.,sym
Other,Name
Daily,English
story,English
serial,English
da,Kannada
copy,English
.,sym
Super,English
deepakere,Tulu
super,English
.,sym
Pudhardithiji,Tulu
super,English
nataka,Kannada
.,sym
Great,English
a,English
original,English
video,English
undo,English
plz,English
.,sym
Akka,Kannada
super,English
your,English
videos,English
.,sym
Sharmila,Name
akka,Kannada
yenk,Tulu
onji,Tulu
kinnya,Tulu
script,English
korle,Tulu
Cha,Tulu
parka,Tulu
thandod,Tulu
.,sym
molu,Tulu
olthal,Tulu
mare,Tulu
.,sym
Masth,Tulu
edde,Tulu
serialindhu,Mixed
good,English
to,English
watch,English
.,sym
Wa,Tulu
marl,Tulu
mare,Tulu
.,sym
Matherla,Tulu
ecnhene,Tulu
ottige,Tulu
yedded,Tulu
serad,Tulu
comedy,English
malthond,Tulu
erle,Tulu
Best,English
of,English
luck,English
.,sym
Papa,Tulu
marre,Tulu
merna,Tulu
pukuli,Tulu
Maya,Kannada
ge,Tulu
Aittha,Tulu
photo,English
ittnda,Tulu
korle,Tulu
nadre,Tulu
easy,English
apund,Tulu
.,sym
Pili,Tulu
Baiylu,Tulu
yamunakka,Name
please,English
telecast,English
full,English
movie,English
please,English
.,sym
Bari,Tulu
soku,Tulu
ittund,Tulu
.,sym
Other,Name
picturdha,Mixed
dabb,English
ayyo,Tulu
deva,Tulu
.,sym
Kannadake,Kannada
heavy,English
ista,Kannada
agide,Kannada
song,English
.,sym
Dislike,English
daaye,Tulu
malpwera,Tulu
eeth,Tulu
super,English
programme,English
uppunaga,Tulu
.,sym
must,English
kushi,Kannada
and,English
.,sym
saikolu,Tulu
puduper,Tulu
nice,English
I,English
think,English
it,English
s,English
copy,English
from,English
banatha,Tulu
bangara,Tulu
yakshagana,Kannada
Deverna,Tulu
comedyn,Mixed
budle,Tulu
.,sym
Prasamsha,Name
nice,English
commedy,English
with,English
good,English
message,English
korthar,Tulu
.,sym
Manasd,Mixed
yet,English
bene,Tulu
ithundala,Tulu
inchina,Tulu
onji,Tulu
ajji,Kannada
yav,Tulu
poora,Tulu
bene,Tulu
anchane,Tulu
karad,Tulu
popundu,Tulu
prayadakul,Tulu
jokulekka,Tulu
.,sym
Full,English
movie,English
upload,English
malpule,Tulu
anna,Kannada
.,sym
I,English
like,English
it,English
Maatra,Tulu
pathernga,Tulu
mai,Tulu
pintuna,Tulu
aath,Tulu
bodchodo,Tulu
.,sym
Rakshita,Name
your,English
age,English
.,sym
Paterote,Tulu
comedy,English
suprrrr,English
deepak,Name
rai,Name
.,sym
Now,English
where,English
is,English
ajji,Kannada
.,sym
Padinenma,Tulu
gante,Tulu
modi,Name
bendeth,Tulu
ethe,Tulu
namma,Kannada
desha,Kannada
gundandhara,Tulu
aand,Tulu
anna,Kannada
.,sym
Worst,English
movie,English
ever,English
n,English
Tulu,Name
history,English
.,sym
Tatgogu,Tulu
kaajii,Tulu
deethe,Tulu
.,sym
Baari,Tulu
gammat,Tulu
aand,Tulu
nimisha,Kannada
.,sym
Ayana,Tulu
pukkuli,Tulu
nadudh,Tulu
korle,Tulu
marayaa,Tulu
.,sym
Umbane,Tulu
pukuli,Tulu
Maya,Kannada
athand,Tulu
ge,Tulu
.,sym
Pls,English
full,English
movie,English
upload,English
malpuna,Tulu
date,English
panle,Tulu
.,sym
Bro,English
ninna,Kannada
pukuli,Tulu
bunderd,Tulu
wholesale,English
priceg,Tulu
tikkund,Tulu
tension,English
malpodchi,Tulu
.,sym
E,Tulu
nataka,Kannada
da,Tulu
video,English
ithnnda,Tulu
paadle,Tulu
mare,Tulu
.,sym
Ninna,Kannada
musuntu,Tulu
hahaha,English
.,sym
marl,Tulu
da,Tulu
nataka,Kannada
.,sym
bari,Tulu
porluda,Tulu
cenema,English
ye,Tulu
jai,Name
tulunad,Name
.,sym
enchina,Tulu
super,English
athe,Tulu
.,sym
Sir,English
Devadas,Name
Kapikad,Kannada
merna,Tulu
Bale,Tulu
Thelipuga,Tulu
Audio,English
tulu,Name
nataka,Kannada
ithnda,Tulu
padle,Tulu
plz,English
.,sym
Dada,Tulu
film,English
mara,Tulu
.,sym
poti,Tulu
mitth,Tulu
barbujjiwa,Tulu
marl,Tulu
marre,Tulu
.,sym
Thulu,Name
serialn,Mixed
kenara,Tulu
kushhi,Kannada
Aapundu,Tulu
supppper,English
comedy,English
.,sym
Wowwww,English
superb,English
ck,Name
Anna,Kannada
erena,Tulu
shirt,English
olpa,Tulu
paridind,Tulu
avlu,Tulu
toolege,Tulu
vora,Tulu
.,sym
Kona,Kannada
mapaka,Kannada
baskara,Name
.,sym
Full,English
movie,English
upload,English
malpule,Tulu
pls,English
.,sym
Boldudakule,Tulu
att,Tulu
porlu,Tulu
kappudakulula,Mixed
porlu,Tulu
Uppuver,Tulu
Naveenere,Tulu
.,sym
Manta,Tulu
comedy,English
starnakl,Mixed
wow,English
its,English
amazing,English
pa,English
.,sym
Mnsha,Tulu
atthappe,Tulu
nimisha,Kannada
.,sym
Pls,English
judge,English
nakulu,Tulu
double,English
meaning,English
manpunakleg,Tulu
chance,English
korochi,Tulu
.,sym
Baari,Tulu
gammathh,Tulu
.,sym
ayana,Tulu
pukuli,Tulu
maaya,Kannada
ge,Tulu
.,sym
Kadegu,Kannada
geleyarella,Kannada
seri,Kannada
ucche,Kannada
kudasibittri,Kannada
bidi,Kannada
.,sym
Full,English
movie,English
update,English
Madi,Kannada
sir,English
.,sym
Super,English
pateruvaru,Tulu
ajji,Kannada
.,sym
yenkaleg,Tulu
masth,Tulu
esta,Tulu
bolar,Location
sir,English
keep,English
it,English
up,English
sir,English
.,sym
nice,English
concept,English
eee,Tulu
genrationgg,English
panthina,Tulu
.,sym
Really,English
I,English
lv,English
u,English
ajji,English
.,sym
aath,Tulu
yaavand,Tulu
ye,Tulu
.,sym
pull,English
naaTaka,Kannada
aploD,English
malpule,Tulu
supar,English
uamDu,Tulu
.,sym
Ynechi,Tulu
pukuli,Tulu
marre,Tulu
.,sym
ajji,Kannada
cute,English
uller,Tulu
ajji,Kannada
.,sym
POTHELL,Tulu
SONG,English
BODUU,Tulu
BVC,Tulu
Kunnne,Tulu
song,English
bokkka,Tulu
poooti,Tulu
SONG,English
BANOVO,Other
BHAI,Other
FANS,English
REQUEST,English
.,sym
Thank,English
you,English
so,English
much,English
guyzz,English
for,English
all,English
your,English
support,English
and,English
love,English
.,sym
im,English
dboss,English
fan,English
nam,Kannada
kade,Kannada
inda,Kannada
ondu,Kannada
like,English
pa,Kannada
.,sym
Next,English
eppisode,English
yavaga,Kannada
.,sym
Boda,Tulu
na,Tulu
onjji,Tulu
pucchey,Tulu
.,sym
Yenchi,Tulu
saavda,Tulu
movie,English
marre,Tulu
.,sym
ode,Tulu
podittar,Tulu
marayre,Tulu
.,sym
nivu,Kannada
nanna,Kannada
jivanadalli,Kannada
maththobbara,Kannada
rupadalli,Kannada
bamdu,Kannada
maaDida,Kannada
pavaaDa,Kannada
apaara,Kannada
ajja,Kannada
koragajja,Name
.,sym
Plzz,English
upload,English
malpule,Tulu
appe,Tulu
teacher,English
movie,English
.,sym
bupper,Tulu
pura,Tulu
paterver,Tulu
mare,Tulu
karma,Kannada
inchi,Tulu
sav,Tulu
da,Tulu
film,English
manpvar,Tulu
nikulu,Tulu
thu,Kannada
.,sym
Kudla,Location
dakul,Tulu
yr,Tulu
kenodu,Tulu
uler,Tulu
.,sym
maatherla,Tulu
enna,Tulu
chaaneln,Mixed
Subscribe,English
malpule,Tulu
yaanlaa,Tulu
vaapaas,Tulu
malpuve,Tulu
.,sym
kaamiDiD,Tulu
jaasthi,Kannada
boLaar,Location
masth,Kannada
eDDe,Tulu
samdesha,Name
koryer,Tulu
.,sym
poi,Tulu
varsada,Tulu
kelavu,Tulu
team,English
lu,Tulu
yedde,Tulu
thelipada,Tulu
.,sym
ajja,Kannada
ire,Tulu
kapule,Tulu
.,sym
opanimg,English
supar,English
boka,Tulu
boka,Tulu
borimg,English
.,sym
slow,English
pickup,English
andala,Tulu
gud,English
comedy,English
hats,English
up,English
guys,English
.,sym
best,English
team,English
maskiri,Kannada
kudla,Location
.,sym
e,English
shooting,English
naanu,Kannada
nodiddene,Kannada
nanna,Kannada
favorite,English
movie,English
.,sym
Imbena,Tulu
pukuli,Tulu
maaya,Kannada
aatnd,Tulu
ge,Tulu
.,sym
Parabu,Tulu
bari,Tulu
porlu,Tulu
undu,Tulu
.,sym
Lastda,Tulu
lines,English
powefull,English
and,English
sathyoda,Tulu
patera,Tulu
ajja,Kannada
.,sym
Wa,English
WA,English
wa,English
aajji,Kannada
.,sym
Pushpagu,Name
marlu,Tulu
joru,Tulu
undaaaaaa,Tulu
.,sym
Lotopoto,Tulu
malla,Tulu
Umesh,Name
mijary,Location
.,sym
Manglurr,Location
dakle,Tulu
ayena,Tulu
pukli,Tulu
naded,Tulu
korle,Tulu
.,sym
Cameraman,English
la,Tulu
lungi,Tulu
de,Tulu
na,Tulu
.,sym
Nana,Tulu
pothel,Tulu
maya,Kannada
apundu,Tulu
.,sym
Pukuli,Tulu
mayaa,Kannada
from,English
udupi,Location
.,sym
Full,English
nataka,Kannada
please,English
.,sym
Plz,English
plz,English
niklena,Tulu
maraka,Tulu
supar,English
.,sym
very,English
nice,English
yaxaganadakulu,Tulu
saiter,Tulu
i,English
like,English
kapikad,Location
.,sym
Mast,Tulu
laik,Tulu
athnd,Tulu
.,sym
Jokul,Tulu
malpunakuleg,Tulu
mukal,Tulu
.,sym
ajji,Tulu
baari,Tulu
joruller,Tulu
jagrthed,Tulu
patherodu,Tulu
.,sym
tumba,Kannada
chennagi,Kannada
making,English
madidira,Kannada
Kannada,Name
dallu,Kannada
dub,English
maadi,Kannada
.,sym
Teltu,Tulu
teltu,Tulu
sakand,Tulu
marre,Tulu
.,sym
JK,Name
na,Tulu
real,English
name,English
Dade,Tulu
Arna,Tulu
act,English
super,English
he,English
looks,English
super,English
.,sym
Where,English
is,English
other,English
kaup,Location
team,English
comedy,English
episodes,English
upload,English
malpule,Tulu
.,sym
punch,English
dala,Tulu
ejji,Tulu
.,sym
Aaha,English
sarai,Tulu
mitho,Tulu
geet,Tulu
.,sym
Pls,English
kan,Tulu
katt,Tulu
serial,English
contunive,English
malpule,Tulu
.,sym
Vaivaat,Tulu
vasante,Name
onji,Tulu
nataka,Kannada
malpule,Tulu
plz,English
.,sym
Comedy,English
jasti,Tulu
ijji,Tulu
pokkade,Tulu
patherune,Tulu
mokul,Tulu
dumbu,Tulu
episode,English
pura,Tulu
super,English
ittund,Tulu
.,sym
Sama,Other
Other,Other
bandle,Other
pinendre,Other
joke,English
akro,Other
.,sym
supar,English
sachin,Name
bro,English
.,sym
Yedde,Tulu
maldar,Tulu
parabena,Tulu
roll,English
paddinar,Tulu
.,sym
Jayalalitha,Name
is,English
arvinda,Name
bolar,Location
.,sym
enkulu,Tulu
Africa,Location
da,Tulu
sudan,English
d,Tulu
la,Tulu
tuvondu,Tulu
ulla,Tulu
.,sym
Nanalath,Tulu
manpod,Tulu
serial,English
allover,English
mangloru,Location
d,Tulu
tulu,Name
ve,Tulu
tupunath,Tulu
serialla,Mixed
barod,Tulu
.,sym
jor,Tulu
badau,Tulu
anaga,Tulu
biryaniye,Tulu
avodand,Tulu
ijji,Tulu
ganji,Tulu
la,Tulu
teli,Tulu
la,Tulu
apundu,Tulu
.,sym
Barhi,Tulu
yede,Tulu
hundu,Tulu
.,sym
Sprrrrrrrrrrrrrr,English
comedyyedde,Mixed
athnd,Tulu
Very,English
nice,English
I,English
m,English
enjoying,English
Thank,English
you,English
supar,English
kaamiDi,English
.,sym
Qt,English
voice,English
.,sym
Sundara,Name
bangadi,Name
spr,English
.,sym
Bro,Name
crazy,English
ide,Kannada
.,sym
panpina,Tulu
paathera,Tulu
sariyaagi,Kannada
keLi,Kannada
.,sym
eddethnd,Tulu
sooper,English
nataka,Kannada
edde,Tulu
actingye,Mixed
maternala,Tulu
ending,English
sooper,English
acting,English
ashwath,Name
shetty,Name
bagambila,Location
.,sym
Super,English
athund,Tulu
best,English
of,English
luck,English
JP,Name
acting,English
super,English
.,sym
Barsa,Tulu
applaud,English
malpule,Tulu
please,English
.,sym
Tulu,Name
natakad,Tulu
ethinath,Tulu
comedy,English
bethe,Tulu
oitla,Tulu
ijji,Tulu
Jai,Name
tulunad,Name
.,sym
yakshharasa,Kannada
kaaryakramakke,Kannada
dhanyavaadagaLu,Kannada
.,sym
masth,Tulu
eDDe,Tulu
uamDu,Tulu
supar,English
.,sym
bolar,Location
boka,Tulu
padil,Location
ippunaga,Tulu
wa,Tulu
paraban,Tulu
hero,English
maldher,Tulu
marre,Tulu
.,sym
Apaga,Tulu
artha,Tulu
Artha,Tulu
adhe,Tulu
Eppunde,Tulu
Horathu,Kannada
Anartha,Kannada
Apuji,Tulu
.,sym
Sunilanna,Name
and,English
team,English
always,English
super,English
.,sym
Ha,English
ha,English
ha,English
ayoooo,English
ajiiiiii,Kannada
love,English
uuuuu,English
.,sym
Must,English
ista,Tulu
apune,Tulu
nikl,Tulu
comedy,English
superya,Mixed
.,sym
Hege,Kannada
ne,Tulu
karnika,Kannada
da,Tulu
story,English
madi,Kannada
all,English
the,English
best,English
.,sym
Yankala,Tulu
though,English
song,English
mast,Tulu
eshta,Kannada
anda,Tulu
.,sym
Ayyo,Tulu
Deva,Tulu
undu,Tulu
ragale,Tulu
iji,Tulu
ereg,Tulu
avu,Tulu
kiri,Tulu
kiri,Tulu
.,sym
Erandala,Tulu
pilibail,Location
yamunakka,Name
movied,Mixed
medicald,English
ippuna,Tulu
artist,English
na,Tulu
pudar,Tulu
panle,Tulu
plz,English
.,sym
Thanks,English
Namma,Kannada
TVd,Mixed
Ayinath,Tulu
bega,Tulu
Videon,Mixed
upload,English
manpule,Tulu
Enkul,Tulu
kathondu,Tulu
ulla,Tulu
.,sym
Full,English
movie,English
paadle,Tulu
plz,English
.,sym
Baari,Tulu
porluda,Tulu
natakaa,Kannada
umesh,Name
mijar,Location
superb,English
.,sym
Nakku,Kannada
nakku,Kannada
sakautu,Kannada
.,sym
Dada,Tulu
teaser,English
ye,Tulu
undhu,Tulu
.,sym
Poora,Tulu
nataka,Kannada
padle,Tulu
.,sym
Enk,Tulu
onji,Tulu
chens,English
thikuva,Tulu
acting,English
.,sym
Kai,Tulu
dekkin,Tulu
jaasthi,Tulu
aand,Tulu
.,sym
ayya,Tulu
undu,Tulu
daada,Tulu
saavu,Tulu
maraya,Tulu
Dubai,Location
du,Tulu
podu,Tulu
Kannada,Name
movie,English
chance,English
Ayyo,Tulu
karma,Kannada
.,sym
Rahulere,Name
yeth,Tulu
xerox,English
dethud,Tulu
deethar,Tulu
.,sym
Super,English
bothhh,English
entirely,English
so,English
good,English
.,sym
samdip,Name
seTru,Name
ijjaa,Tulu
de,Tulu
poppa,Tulu
k,Tulu
jokul,Tulu
ijjamdi,Tulu
lekka,Tulu
aathhanD,Tulu
.,sym
ye,Tulu
devare,Tulu
kenreg,Tulu
avondijji,Tulu
mare,Tulu
ha,English
ha,English
ha,English
kudladakul,Tulu
ullera,Tulu
moolu,Tulu
.,sym
Ee,Tulu
serialdu,Mixed
comedyn,Mixed
matra,Kannada
tupinaye,Tulu
yan,Tulu
oriyena,Tulu
andh,Tulu
.,sym
Surendhra,Name
Kumar,Name
kalatrapadhe,Tulu
.,sym
Enchina,Tulu
karma,Kannada
na,Tulu
time,English
waste,English
.,sym
Hotel,English
dyana,Kannada
entrymatra,Mixed
supr,English
.,sym
Full,English
nataka,Kannada
padle,Tulu
pls,English
.,sym
Sound,English
dumbu,Tulu
pira,Tulu
unda,Tulu
.,sym
Shashiraj,Name
Sir,English
na,Tulu
Persnal,English
Think,English
Ethnda,Tulu
Aven,Tulu
Judgement,English
Kornaga,Tulu
Panare,Tulu
Balli,Tulu
Ethnd,Tulu
.,sym
Bellow,English
expectation,English
level,English
Baji,Tulu
kurtel,Tulu
undu,Tulu
nedud,Tulu
Rahul,Name
Gandhina,Name
bhashana,Kannada
kenoli,Tulu
.,sym
Tikndgena,Tulu
maaya,Kannada
Aina,Tulu
pukuli,Tulu
.,sym
Paper,English
tv,English
d,Tulu
padla,Tulu
akul,Tulu
nadth,Tulu
korver,Tulu
.,sym
Baari,Tulu
sokuda,Tulu
paathera,Tulu
katthal,Tulu
Sirna,Mixed
.,sym
Suuuper,English
mast,Tulu
comidy,English
.,sym
onji,Tulu
vale,Tulu
judgement,English
ponnulu,Tulu
ethudunda,Tulu
manju,Name
rai,Name
yedde,Tulu
line,English
thikuduu,Tulu
mare,Tulu
.,sym
maskiri,Name
kudla,Location
season,English
final,English
da,Tulu
episode,English
padle,Tulu
please,English
.,sym
Pink,English
sireya,Kannada
leDi,English
baari,Tulu
joru,Kannada
.,sym
Semi,English
finals,English
bokada,Tulu
episode,English
padle,Tulu
plz,English
.,sym
Erna,Tulu
kendd,Tulu
yanna,Tulu
amma,Tulu
sweet,English
tinde,Tulu
and,Tulu
night,English
kooli,Tulu
dekkare,Tulu
poter,Tulu
.,sym
Rajashree,Name
teamdhaklen,Mixed
padle,Tulu
super,English
aapundu,Tulu
comedy,English
vaishnavidhala,Tulu
super,English
.,sym
All,English
thuluvas,Tulu
like,English
share,English
pukulli,Tulu
.,sym
baari,Tulu
sokuda,Tulu
kaaryakrama,Kannada
.,sym
act,English
